Está satisfeito com a ferramenta DreamShaper?;Sentiu que os vídeos da DreamShaper foram úteis para si?;Os exemplos foram úteis para si?;Acha que a ferramenta tem perguntas a mais ou, pelo contrário, gostaria de ter mais perguntas intermédias que ajudam a ir ‘entrando’ nos novos conceitos?;Quais são os seus 3 aspectos preferidos da ferramenta ? Aspecto Visual;Quais são os seus 3 aspectos preferidos da ferramenta ? Navegação na Ferramenta;Quais são os seus 3 aspectos preferidos da ferramenta ? Perguntas;Quais são os seus 3 aspectos preferidos da ferramenta ? Exemplos;Quais são os seus 3 aspectos preferidos da ferramenta ? Vídeos;Quais são os seus 3 aspectos preferidos da ferramenta ? Modelo de Negócios;Quais são os seus 3 aspectos preferidos da ferramenta ? Indicações de Interface;Quais são os seus 3 aspectos preferidos da ferramenta ? Mural de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ?  Gestão de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ? Gestão de projectos;Quais são os seus 3 aspectos preferidos da ferramenta ? Acesso a recursos externos;Quais são os seus 3 aspectos preferidos da ferramenta ? Outros;E quais são os 3 aspectos que menos gosta? Aspecto visual;E quais são os 3 aspectos que menos gosta? Navegação na ferramenta;E quais são os 3 aspectos que menos gosta? Perguntas;E quais são os 3 aspectos que menos gosta? Exemplos;E quais são os 3 aspectos que menos gosta? Vídeos;E quais são os 3 aspectos que menos gosta? Modelo de negócios;E quais são os 3 aspectos que menos gosta? Indicações de interface;E quais são os 3 aspectos que menos gosta? Mural de equipa;E quais são os 3 aspectos que menos gosta? Gestão de equipa;E quais são os 3 aspectos que menos gosta? Gestão de projectos;E quais são os 3 aspectos que menos gosta? Acesso a recursos externos;E quais são os 3 aspectos que menos gosta? Outros;Quanto aprendeu com a DreamShaper?
Muito insatisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;;;Modelo de negócios;;;;;;sdgndfgj;;;Perguntas;;;;Indicações de interface;;Gestão de equipa;;;;Pouco
Insatisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";;Navegação na ferramenta;;;;Modelo de negócios;Indicações de interface;;;;;;;;Perguntas;Exemplos;;;;;;;;gestão de equipa e projectos;Pouco
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;;;;;Vídeos;Modelo de negócios;Indicações de interface;;;;;;Nada
Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;;Exemplos;;;;;;Gestão de projectos;;;;;Perguntas;;;Modelo de negócios;;;;;;inflexibilidade de opções;Imenso
Muito Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;;Exemplos;;;;;;Gestão de projectos;;;;;;;;;;Mural de equipa;Gestão de equipa;;;espaço das respostas por vezes muito pequeno e algumas vezes complicado de responder devido à natureza do projeto;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Imenso
Muito insatisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;;;;;;Modelo de negócios;Indicações de interface;;;Gestão de projectos;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Imenso
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;;;;Vídeos;;;;;Gestão de projectos;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;;;Gestão de equipa;Gestão de projectos;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;;;;;;Gestão de equipa;Gestão de projectos;;;;;Perguntas;;Vídeos;;;Mural de equipa;;;;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;;;Indicações de interface;;Gestão de equipa;Gestão de projectos;;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;Perguntas;;Vídeos;;;;;;;Limite de caractéres mal aplicado;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;;;Perguntas;;Vídeos;;;;;;;nada;Bastante
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;;Perguntas;;;;;;Gestão de equipa;;;Alguns Bloqueios;Bastante
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Foram muito úteis;Muito úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;Aspecto visual;;;;;;;;;Gestão de projectos;;Falta a opção nenhum dos mencionados :) e a não obrigatoriedade de resposta desta questão.;Bastante
Muito Satisfeito;Úteis, mas pouco;Não, nada úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Não foram úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;;Gestão de projectos;;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;Exemplos;;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";;;;Exemplos;;;Indicações de interface;;;Gestão de projectos;;;Aspecto visual;;;;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;;Exemplos;;;;;;;;Organização geral;;;;;Vídeos;;;;;;Acesso a recursos externos;Limitação de caracteres;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;;;;;Vídeos;Modelo de negócios;;;;;;Isto é apenas porque tenho que assinalar algo.;Bastante
Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;Indicações de interface;;;;Acesso a recursos externos;Espaço para respostas por vezes demasiado curto.;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;Vídeos;;;;;;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Bastante
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;Perguntas;;;;;;;Gestão de projectos;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;Exemplos;;;;;;Gestão de projectos;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;Navegação na ferramenta;;;;;Indicações de interface;;;;Acesso a recursos externos;;Bastante
Muito Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;;;;;;;Indicações de interface;;;;Acesso a recursos externos;Não me considero capaz de criticar construtivamente, pelo que prefiro nada dizer agora e so falar no final;Bastante
Muito Satisfeito;Não foram úteis;Não, nada úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;Perguntas;;;;Indicações de interface;;;;;;;;;;Vídeos;;;;;;Acesso a recursos externos;Mais nenhum;Bastante
Muito Satisfeito;Foram muito úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;;;;;Indicações de interface;;;Gestão de projectos;Acesso a recursos externos;;;;;;Vídeos;;;;Gestão de equipa;;;Coloquei estes dois aspectos, pois, não os considerando negativos, me parecem os menos bem conseguidos;Bastante
Muito insatisfeito;Foram muito úteis;Muito úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";;;Perguntas;Exemplos;Vídeos;;;;;;;;;;;;;;Indicações de interface;;Gestão de equipa;Gestão de projectos;;;Bastante
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;Vídeos;;;;;;;;;;;;;;;;Gestão de equipa;;Acesso a recursos externos;-;Alguma coisa
Satisfeito;Úteis, mas pouco;Não, nada úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;Modelo de negócios;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;;n/a;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;;;;;Mural de equipa;;Gestão de projectos;;;;;Perguntas;Exemplos;;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;;;;Indicações de interface;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;;Vídeos;;;;;Gestão de projectos;;;;;;Exemplos;;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;;Mural de equipa;;;;;;;Perguntas;;Vídeos;;;;;;;Nennhum;Alguma coisa
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;;;;;;Utilização intuitiva;;;;;Vídeos;;;;Gestão de equipa;;;Sistema de seleção da resposta nas perguntas com múltiplas escolhas.;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;Indicações de interface;Mural de equipa;Gestão de equipa;;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;Exemplos;Vídeos;;;;Gestão de equipa;;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;Navegação na ferramenta;;;Vídeos;;;;;;;sugere-es melhoria da qualidade em termos imagem/som dos videos / escolhi como opção positiva mas também negativa a navegação porque nem sempre é intuitiva a organzição da informação;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;;;Perguntas;;;;;;Gestão de equipa;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;;;;;Mural de equipa;;;;;;;;;;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;Alguma coisa
Satisfeito;Não foram úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;;;;Indicações de interface;;;Gestão de projectos;;;;;Perguntas;;Vídeos;;;;Gestão de equipa;;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;;;;;Gestão de projectos;;;;;;;;Modelo de negócios;;;Gestão de equipa;;;Não me ocorre mais...;Alguma coisa
Nem satisfeito nem insatisfeito;Não foram úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;;;;;;Gestão de equipa;Gestão de projectos;Acesso a recursos externos;;Alguma coisa
Nem satisfeito nem insatisfeito;Não foram úteis;Não, nada úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;;;;Mural de equipa;Gestão de equipa;;;;Alguma coisa
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;Perguntas;;;;Indicações de interface;;;;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;Aspecto visual;;Perguntas;;;;Indicações de interface;;;;;;Alguma coisa
Muito Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;;;;Acesso a recursos externos;nada;Alguma coisa
Muito Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Muito insatisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;Aspecto visual;;;;Vídeos;;;;;;;O som dos videos não tem boa qualidade;Alguma coisa
Muito insatisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Perguntas;;Vídeos;;Indicações de interface;;;;;;Alguma coisa
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;Exemplos;Vídeos;;;;;;;;;Navegação na ferramenta;;;;;;;;;Acesso a recursos externos;não conseguir gravar os meus dados no meu computador do trabalho que faço na aplicação;Alguma coisa
Satisfeito;Não foram úteis;Não, nada úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;Aspecto visual;;;;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;;;;;;Modelo de negócios;;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;;;;;;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;;;Perguntas;Exemplos;Vídeos;;;;;;;;Alguma coisa
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;Exemplos;Vídeos;;;;;;;;;Navegação na ferramenta;;;;;;;;;Acesso a recursos externos;No meu caso concreto o Estudo de mercado n estava adequado ao meu negócio uma vez que irei ter vários produtos e serviços.;Alguma coisa
Satisfeito;Úteis, mas pouco;Não, nada úteis;Gosto do actual equilíbrio de perguntas;;Navegação na ferramenta;Perguntas;;;;;;;Gestão de projectos;;;;;;Exemplos;;Modelo de negócios;;;Gestão de equipa;;;;Alguma coisa
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;;;;Exemplos;;Modelo de negócios;;Mural de equipa;;;;;Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;Alguma coisa
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;;;Perguntas;Exemplos;Vídeos;;;;;;;;Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;Alguma coisa
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;;Alguma coisa
Muito Satisfeito;Foram muito úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;;;;;;Indicações de interface;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Muito Satisfeito;Não foram úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;;;Perguntas;Exemplos;;;;;;;Acesso a recursos externos;;;;;;;Modelo de negócios;;Mural de equipa;Gestão de equipa;;;;Alguma coisa
Muito insatisfeito;Foram muito úteis;Não, nada úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";;;Perguntas;;Vídeos;;Indicações de interface;;;;;;;Navegação na ferramenta;;;;Modelo de negócios;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;Pouco
Satisfeito;Não foram úteis;Não, nada úteis;;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;;Exemplos;;Modelo de negócios;Indicações de interface;;;;;;Pouco
Satisfeito;Úteis, mas pouco;Algo úteis;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;;Mural de equipa;;;Acesso a recursos externos;Um pouco confuso quando mostra os módulos. Ficamos sem saber se já devíamos ter preenchido alguma parte que possa estar em falta, ou não;Pouco
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Não, nada úteis;;Aspecto visual;;Perguntas;;;;Indicações de interface;;;;;;;Navegação na ferramenta;;;;Modelo de negócios;;;;;Acesso a recursos externos;;Pouco
Nem satisfeito nem insatisfeito;Não foram úteis;Algo úteis;;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;Pouco
Nem satisfeito nem insatisfeito;Úteis, mas pouco;Algo úteis;;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;Navegação na ferramenta;;;;;Indicações de interface;;;;Acesso a recursos externos;;Pouco
Satisfeito;;;;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Pouco
Satisfeito;;;;;Navegação na ferramenta;;;Vídeos;;Indicações de interface;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Pouco
Satisfeito;;;;;;Perguntas;Exemplos;;;;;;;;NA;;;;Exemplos;Vídeos;;;;;;;NA os exemplos e videos devem manter-se simplesmente não lhes achei muito valor porque já estou nisto há muito tempo, mas pode trazer valor a outros;Pouco
Satisfeito;;;;;;;Exemplos;Vídeos;;;;;;;não existem 3 aspectos que mais goste...;;;;;;;;Mural de equipa;;Gestão de projectos;;Não permitir a eliminação de projetos;Pouco
Nem satisfeito nem insatisfeito;Não foram úteis;Não, nada úteis;;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;Perguntas;Exemplos;Vídeos;;;;;;;;Pouco
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;;;;;;;Utilização;;;Perguntas;;;;Indicações de interface;;;Gestão de projectos;;;Nada
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;;;;;;;Todos os formulários para concursos públicos deviam seguir a lógica da dreamshaper :o);;;;;;Modelo de negócios;;;;;Acesso a recursos externos;Nem sempre as perguntas permite explicar o negócio como um todo, e, por outro lado, há perguntas que se sobrepõem demasiado;Nada
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;;O número de caracteres disponiveis para as respostas. Deveriam ser um pouco maiores.;Nada
Nem satisfeito nem insatisfeito;;;;Aspecto visual;;Perguntas;;;;;Mural de equipa;;;;;;Navegação na ferramenta;;;;Modelo de negócios;Indicações de interface;;;;;;Nada
Nem satisfeito nem insatisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;Perguntas;;;Modelo de negócios;;Mural de equipa;;;;;Nada
Muito Satisfeito;;;;;;;;;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;;;Perguntas;;;Modelo de negócios;Indicações de interface;;;;;;Nada
Insatisfeito;;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;Nada
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito Satisfeito;;;;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Foram muito úteis;Algo úteis;;Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;;;;;;;Indicações de interface;;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito Satisfeito;;;;Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;;;;;;;Indicações de interface;;;;Acesso a recursos externos;dificuldade de acesso e partilha na comunidade, pois nunca recebi o link de confirmação do registo;Imenso
Muito Satisfeito;;;;Aspecto visual;;;Exemplos;;;Indicações de interface;;;;;;;;;;Vídeos;;;;Gestão de equipa;;;Nada a apontar;Imenso
Satisfeito;;;;;;;;;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;Aspecto visual;;;;Vídeos;;;;;;;os videos porque  nao  tem qualidade e falta toque mais profissional;Imenso
Satisfeito;;;;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;Aspecto visual;;;;;;;Mural de equipa;;;Acesso a recursos externos;;Imenso
Satisfeito;;;;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;;;;Às vezes apaga, ou não guarda, dados;Imenso
Muito Satisfeito;;;;;;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;;Navegação na ferramenta;;;;;;Mural de equipa;Gestão de equipa;;;;Imenso
Muito Satisfeito;;;;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;;;;;;;;;;;Gestão de projectos;Acesso a recursos externos;Não há aspectos que desgoste;Imenso
Muito Satisfeito;;;;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;;;;Gosto de tudo!!;Imenso
Muito Satisfeito;Úteis, mas pouco;Não, nada úteis;;;;;Exemplos;Vídeos;;;;;Gestão de projectos;;;;;;;;;Indicações de interface;;Gestão de equipa;;Acesso a recursos externos;;Imenso
Muito Satisfeito;Úteis, mas pouco;Muito úteis;;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;;;;Acesso a recursos externos;Não tenho nada a apontar;Imenso
Muito insatisfeito;;;;;;Perguntas;Exemplos;Vídeos;;;;;;;;;Navegação na ferramenta;Perguntas;;;;Indicações de interface;;;;;;Imenso
Muito insatisfeito;;;;;;Perguntas;;Vídeos;Modelo de negócios;;;;;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Imenso
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;Perguntas;;Vídeos;;;Mural de equipa;;;;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Perguntas;Exemplos;Vídeos;;;;;;;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;Indicações de interface;Mural de equipa;;Gestão de projectos;;;Bastante
Satisfeito;;;;Aspecto visual;;;;;;;;Gestão de equipa;Gestão de projectos;;;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;Bastante
Satisfeito;;;;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;;Exemplos;;;;Mural de equipa;Gestão de equipa;;;;Bastante
